id,label,dateOfBirth,dateOfDeath,countryOfCitizenshipISO,harvardIndex,bionomia,authorAbbrv,aliases,firstName,lastName
Q60820952,Karl Rotky,1829.0,1909.0,,,Q60820952,,,Karl,Rotky
Q60820959,Ernst Rouschal,1911.0,1942.0,,,,,,Ernst,Rouschal
Q60820967,"Ruchinger, Giuseppe d. J.",1803.0,1856.0,,,,,,"Ruchinger,",J.
Q60821002,Hans Sabidussi,1864.0,1941.0,,,,,,Hans,Sabidussi
Q60821047,Giambattista Sartorelli,1780.0,1853.0,,,,,,Giambattista,Sartorelli
Q60821937,Franz Schwab,1855.0,1910.0,,19962.0,,,,Franz,Schwab
Q60822103,Theodor Seeger,1858.0,1947.0,,,,,,Theodor,Seeger
Q60822774,Franz Standfest,1848.0,1916.0,,,,,,Franz,Standfest
Q60822978,Franz de Paula Stieglitz,1828.0,1913.0,,,,,,Franz,Stieglitz
Q60823005,Lukas Stohl,1829.0,1896.0,,,,,,Lukas,Stohl
Q60823007,Karl Stoitzner,1834.0,1878.0,,,Q60823007,,,Karl,Stoitzner
Q608236,Arthur Donaldson Smith,1866.0,1939.0,US,3692.0,,,,Arthur,Smith
Q6082503,Daniel Rudberg,1727.0,1788.0,SE,,,,,Daniel,Rudberg
Q6082518,Pontien Ndabaneze,1952.0,,BI,13043.0,,Ndab.,Ndab.,Pontien,Ndabaneze
Q60825470,Alexey Alekseevich Chernovsky,1904.0,1942.0,,,Q60825470,,Aleksei Chernovsky,Alexey,Chernovsky
Q60828672,Lorenz Gryll,1524.0,1561.0,,,,,,Lorenz,Gryll
Q60834436,Jean Rodolphe Staehelin,1724.0,1796.0,,,,,Johannes Stählin,Jean,Staehelin
Q60834762,Alfred Blaufuss,1912.0,1995.0,,,,,,Alfred,Blaufuss
Q60834912,Barbara Haccius,1914.0,1983.0,,,,,,Barbara,Haccius
Q60835423,Joseph Franz Corréa della Serra,1765.0,1823.0,,,,,,Joseph,Serra
Q60835525,Friedrich Persinger,1798.0,1863.0,,,,,,Friedrich,Persinger
Q60837387,Olof Svartz,1750.0,1819.0,,,,,,Olof,Svartz
Q60839103,Louis Henrys de Beaudouin,1826.0,1905.0,,,,,,Louis,Beaudouin
Q6084041,Prasanta Kumar Mukherjee,1943.0,,IN,,,P.K.Mukh.,P.K.Mukh.,Prasanta,Mukherjee
Q6084065,Pravdomil Svoboda,1908.0,1978.0,,82148.0,,Svoboda,Svoboda,Pravdomil,Svoboda
Q60841042,Wilhelm Ludwig Döring,1802.0,1877.0,,,,,,Wilhelm,Döring
Q6084218,Israel Russell,1852.0,1906.0,US,6895.0,,,"Israel Cook Russell, Israel C. Russell, I. C. Russell",Israel,Russell
Q608427,United States Department of the Interior,,,,91677.0,,,"DOI, Department of the Interior, US Department of the Interior, Interior, Interior Department, U.S. Department of the Interior",United,Interior
Q60843279,Johann Conrad Rechsteiner,1797.0,1858.0,CH,,Q60843279,,,Johann,Rechsteiner
Q60843314,Vinzenz Reichel,1780.0,1842.0,,,,,,Vinzenz,Reichel
Q60843317,Johann Baptist Schonger,1809.0,1893.0,,35215.0,,,,Johann,Schonger
Q60843349,Karl Kellner von Köllenstein,1807.0,1849.0,,41527.0,Q60843349,,Carlo Kellner von Köllenstein,Karl,Köllenstein
Q60844445,"Wilhelm, der Ältere Hartmann",1770.0,1823.0,,,,,,"Wilhelm,",Hartmann
Q60845268,Johannes Sigfridus,1556.0,1623.0,,,,,,Johannes,Sigfridus
Q6084610,Carl Birger Rutström,1758.0,1826.0,SE,13165.0,,Rutstr.,Rutstr.,Carl,Rutström
Q6086823,Israel C. White,1848.0,1927.0,US,,,I.C.White,"I. C. White, Israel Charles White, I.C.White",Israel,White
Q6087067,Kristian Rørdam,1860.0,1939.0,,13160.0,,,,Kristian,Rørdam
Q6087320,Israel af Ström,1778.0,1856.0,SE,,,,,Israel,Ström
Q6087769,Erasmus Sack,1633.0,1697.0,,,,,,Erasmus,Sack
Q6088004,Thiodolf Saelan,1834.0,1921.0,FI,1347.0,Q6088004,Saelán,"Anders Thiodolf Saelán, Saelán, Anders Thiodolf Saelan",Thiodolf,Saelan
Q60899281,Seda Okur,,,,,,,,Seda,Okur
Q60899282,Murat Erdem Güzel,,,,,,,,Murat,Güzel
Q60899285,Ekrem Dündar,,,,,,,,Ekrem,Dündar
Q60899287,Fatih Coşkun,,,,,,,,Fatih,Coşkun
Q60899288,Jeniffer M. Yánez,,,,,,Yánez,,Jeniffer,Yánez
Q60906189,Maria Carmela Caria,,,,,,,,Maria,Caria
Q60906459,Beatriz Guzmán,,,,,,B.Guzmán,,Beatriz,Guzmán
Q60906506,Nicol Fuentes,,,CL,,,,"Nicol E. Fuentes Parada, Nicol Fuentes Parada, N Fuentes",Nicol,Fuentes
Q60906511,Andrea Kiessling,,,,,,,,Andrea,Kiessling
Q60906724,Peter S. Vroom,,,,79724.0,,,,Peter,Vroom
Q60906875,Hasan Hüseyin Doğan,,,,,,,,Hasan,Doğan
Q6090892,Gunnar Samuelsson,1885.0,1944.0,SE,42890.0,Q6090892,Sam.,Sam.,Gunnar,Samuelsson
Q6091170,Hugo Samzelius,1867.0,1918.0,SE,11186.0,Q6091170,H.Samzelius,"Johan Axel Hugo Samzelius, H.Samzelius",Hugo,Samzelius
Q6091572,Oskar Theodor Sandahl,1829.0,1894.0,SE,48084.0,,Sandahl,Sandahl,Oskar,Sandahl
Q6091761,Göran Sandberg,1955.0,,SE,,,,,Göran,Sandberg
Q6093961,Carl Gustaf Santesson,1862.0,1939.0,SE,66746.0,Q6093961,Sant.,Sant.,Carl,Santesson
Q6093998,Rolf Santesson,1916.0,2013.0,SE,41447.0,Q6093998,R.Sant.,"R.Sant., R. Santesson",Rolf,Santesson
Q6094036,Qi Lin,1957.0,,CN,,,Q.Lin,Q.Lin,Qi,Lin
Q6094445,Quentin Luke,1952.0,,NL,,,Q.Luke,"Q.Luke, William Richard Quentin Luke",Quentin,Luke
Q6095631,R.V. Kammathy,1932.0,,IN,23008.0,,Kammathy,Kammathy,R.V.,Kammathy
Q6095636,R. Mathur,1948.0,,IN,,,R.Mathur,R.Mathur,R.,Mathur
Q6095639,R. P. Poitrasson,,1878.0,FR,69486.0,,Poitr.,Poitr.,R.,Poitrasson
Q6095642,R. Raghavendra Rao,1945.0,,IN,93397.0,,R.R.Rao,R.R.Rao,R.,Rao
Q6096013,Ivan Buresh,1885.0,1980.0,BG,,Q6096013,,"Ivan Bourech, Ivan Yosifov Buresh",Ivan,Buresh
Q6096068,Radha Binod Majumdar,1928.0,2007.0,IN,60572.0,,R.B.Majumdar,R.B.Majumdar,Radha,Majumdar
Q6096135,Ludwig Emanuel Schaerer,1785.0,1853.0,CH,2817.0,Q6096135,Schaer.,"Schaer., Ludwig Schaerer",Ludwig,Schaerer
Q6096372,Johan Scharffenberg,1869.0,1965.0,NO,,Q6096372,,,Johan,Scharffenberg
Q60967632,Salza Palpurina,,,,,0000-0003-0416-5622,,,Salza,Palpurina
Q6096868,Rae Natalie Prosser de Goodall,1935.0,2015.0,"AR, US",,Q6096868,,Rae Natalie Goodall,Rae,Goodall
Q6097134,Rafael Castillo,1939.0,,CO,73590.0,,Castillo,Castillo,Rafael,Castillo
Q60973931,Joan A. T. Anderson,1911.0,2003.0,NZ,,Q60973931,,"Joan Anderson, Joan Alice Thama Anderson, Mrs. Philip K. Sykes, Anderson",Joan,Anderson
Q60975697,Maria Rita Melati,,,,,,,,Maria,Melati
Q60975698,Anna Scialabba,,,,,,,,Anna,Scialabba
Q60975699,Raymond P. Guries,,,,,,,,Raymond,Guries
Q60975701,Susan Wiegrefe,,,,,,,,Susan,Wiegrefe
Q6097619,Rafael María Moscoso,1874.0,1951.0,DO,1337.0,Q6097619,Moscoso,"Moscoso, R. M. Moscoso, R. Moscoso, Rafael M. Moscoso",Rafael,Moscoso
Q60976247,Åge Oterhals,,,,,0000-0002-5378-4131,,,Åge,Oterhals
Q6098039,Rafael Trevisan,1980.0,,BR,,,R.Trevis.,R.Trevis.,Rafael,Trevisan
Q6098483,Rajna Jovanović-Dunjić,1932.0,,RS,81832.0,,Jovan.-Dunj.,Jovan.-Dunj.,Rajna,Jovanović-Dunjić
Q60986853,Anna Łubek,,,PL,,,Łubek,Łubek,Anna,Łubek
Q6098705,Yusuf Vardar,1921.0,2009.0,,,,,,Yusuf,Vardar
Q6098735,Ralph Curtiss Benedict,1883.0,1965.0,US,10568.0,,Benedict,Benedict,Ralph,Benedict
Q6098748,Ralph Peckover,1955.0,,ZA,,,Peckover,Peckover,Ralph,Peckover
Q6098763,Ram Das Dixit,1942.0,2006.0,IN,17856.0,,R.D.Dixit,R.D.Dixit,Ram,Dixit
Q60992751,Zou Xuexiao,1963.0,,,,,,,Zou,Xuexiao
Q6099402,Ramón Alejandro Ferreyra,1910.0,2005.0,PE,45575.0,Q6099402,Ferreyra,"Ferreyra, Ramon Alejandro Ferreyra, Ramón Alejandro Ferreyra Huerta, Ramón Ferreyra Huerta",Ramón,Ferreyra
Q609976,Joseph-François Charpentier de Cossigny de Palma,1736.0,1809.0,FR,,,,,Joseph-François,Palma
Q6099833,Ramón Masferrer y Arquimbau,1850.0,1884.0,ES,66798.0,,Masf.,"Masf., Ramon Masferrer y Arquimbau",Ramón,Arquimbau
Q6099860,Ramón Morales Valverde,1949.0,,ES,74713.0,,R.Morales,"R.Morales, Ramon Morales Valverde",Ramón,Valverde
Q60999812,Francis Martin,1954.0,,FR,,,,"Francis Michel Martin, Francis M. Martin",Francis,Martin
Q6100221,Randall J. Evans,1960.0,,US,,,R.Evans,R.Evans,Randall,Evans
Q6100404,Raphaël de Noter,1857.0,1936.0,FR,61405.0,,Noter,Noter,Raphaël,Noter
Q6100696,Iwasaki Tsunemasa,1786.0,1842.0,JP,,,,"Iwasaki Kanen, ""Iwasaki Kanen""",Iwasaki,Tsunemasa
Q6100755,Ray Charles Littlewood,1924.0,1967.0,ZA,61558.0,,Littlew.,Littlew.,Ray,Littlewood
Q6100811,Raymond Albert Alfred Schnell,1913.0,1999.0,FR,45229.0,Q6100811,Schnell,Schnell,Raymond,Schnell
Q6100815,Raymond Carl Jackson,1928.0,2008.0,US,28307.0,,R.C.Jacks.,R.C.Jacks.,Raymond,Jackson
Q6100821,Raymond Cotton,1948.0,,GB,82689.0,,R.Cotton,R.Cotton,Raymond,Cotton
Q6100835,Raymond Le Bey,1850.0,1924.0,FR,75480.0,,Le Bey,Le Bey,Raymond,Bey
Q6100843,Raymond Roy Johnson,1932.0,,US,18110.0,,R.R.Johnson,R.R.Johnson,Raymond,Johnson
Q61013324,John Henry Weber,,,,,,,,John,Weber
Q61014198,Mary Ann Armstrong,1838.0,1910.0,AU,,Q61014198,,"Mary Ann Newey, Mrs. C. C. Armstrong, Mary Armstrong",Mary,Armstrong
Q6101542,Raǐmond Ekabovich Cinovskis,1930.0,1998.0,LV,62834.0,,Cinovskis,Cinovskis,Raǐmond,Cinovskis
Q61016402,A. Clyde Blauer,1939.0,2010.0,,50108.0,,,,A.,Blauer
Q61016522,Charles Bertram Smales,1870.0,1927.0,GB,39453.0,,,C. B. Smales,Charles,Smales
Q61016581,Charles Albert Selden,1870.0,1949.0,,19451.0,,,,Charles,Selden
Q6102275,Rebeca Acevedo,1902.0,1987.0,CL,81737.0,Q6102275,Acevedo,"Acevedo, Rebeca Acevedo San Martín de Vargas, Acevedo de Vargas, Rebecca, Acevedo San Martín de Vargas, Rebeca",Rebeca,Acevedo
Q61023963,Iracema Helena Schoenlein-Crusius,1961.0,,,44313.0,,Schoenl.-Crus.,,Iracema,Schoenlein-Crusius
Q610293,Peter Goldblatt,1943.0,,"US, ZA",3010.0,,Goldblatt,"Goldblatt, P. Goldblatt",Peter,Goldblatt
Q61037266,David Wiemann,1885.0,1948.0,,,,,,David,Wiemann
Q61038534,Diego Alarcón,,,CL,,,,,Diego,Alarcón
Q6103888,Reginald Charles Marshall,1893.0,2000.0,,,,R.C.Marshall,R.C.Marshall,Reginald,Marshall
Q6103891,Reginald Edward Vaughan,1895.0,1987.0,,1576.0,Q6103891,R.E.Vaughan,"R.E.Vaughan, R. E. Vaughan, Reginald E. Vaughan",Reginald,Vaughan
Q61043530,Eduardo Ruiz,,,CL,,,,,Eduardo,Ruiz
Q61043834,Timothy Y. James,,,,104202.0,,T.Y.James,T.Y.James,Timothy,James
Q61046297,Paulina Sanchez,,,CL,,,,,Paulina,Sanchez
Q6104648,Reinaldo Espinosa Aguilar,1898.0,1950.0,EC,16162.0,Q6104648,,,Reinaldo,Aguilar
Q6104903,John Charles Bowring,1821.0,1893.0,GB,5610.0,,Bowring,"Bowring, J. C. Bowring",John,Bowring
Q61052450,Hortensia del Prado,1575.0,1627.0,,,,,"Hortense del Prado, Hortense del Prato",Hortensia,Prado
Q6105406,Renato Goldenberg,1968.0,,BR,81182.0,,R.Goldenb.,R.Goldenb.,Renato,Goldenberg
Q61054224,,1913.0,1976.0,,,,,,,
Q6105522,Renee Galang,1970.0,,PH,,,R.Galang,R.Galang,Renee,Galang
Q610570,Jan Gotfryd Reyger,1704.0,1788.0,,78663.0,,Reyger,"Gottfried Reyger, Reyger",Jan,Reyger
Q6105713,René Gerard Antoine Germain,1914.0,1982.0,BE,37802.0,Q6105713,R.Germ.,"R.Germ., Rene Gerard Antoine Germain",René,Germain
Q6105714,René Gombault,1871.0,1971.0,FR,15056.0,,Gomb.,"Gomb., Rene Gombault",René,Gombault
Q6105745,René Molinier,1899.0,1975.0,FR,66829.0,,Molin.,"Molin., Rene Molinier",René,Molinier
Q6105796,John Golding Myers,1897.0,1942.0,GB,,Q6105796,,"J G Myers, Myers, J. G. Myers",John,Myers
Q6105988,J. Horace McFarland,1859.0,1948.0,US,,Q6105988,,John Horace McFarland,J.,McFarland
Q61060773,James Niven,,,,,,,,James,Niven
Q6106368,J. Lloyd Williams,1854.0,1945.0,GB,48604.0,,,John Lloyd Williams,J.,Williams
Q61070217,Lóránd Klokner,1932.0,,,6173.0,,,Klokner Lóránd,Lóránd,Klokner
Q6107306,Rex Harold Kuchel,1917.0,1986.0,AU,73101.0,,Kuchel,Kuchel,Rex,Kuchel
Q61079564,Veli Erdoğan,,,,,,,,Veli,Erdoğan
Q61079565,Shawn A. Mehlenbacher,1956.0,,,,,,"Shawn Mehlenbacher, S. A. Mehlenbacher, S.A. Mehlenbacher, Shawn Albert Mehlenbacher",Shawn,Mehlenbacher
Q61080646,Daniel Danielsen,1879.0,1957.0,NO,,Q61080646,,"Daniel Andreas Danielsen, D. Danielsen",Daniel,Danielsen
Q6108576,Ricardo de Azevedo Lourenço,1966.0,,BR,,,Lourenço,Lourenço,Ricardo,Lourenço
Q6108581,Ricardo de Lemos Fróes,1891.0,1960.0,BR,16982.0,,Fróes,"Fróes, Ricardo de Lemos Froes, Froes",Ricardo,Fróes
Q6108608,Richard Bolli,1957.0,,CH,64974.0,,Bolli,Bolli,Richard,Bolli
Q6108620,Richard Conrad Schneider,1890.0,1970.0,US,,,R.C.Schneid.,R.C.Schneid.,Richard,Schneider
Q6108623,Richard D. Noyes,1972.0,,US,62232.0,,Noyes,Noyes,Richard,Noyes
Q61086266,Cătălin Tănase,1962.0,,RO,,,,,Cătălin,Tănase
Q6108663,Richard M. K. Saunders,1964.0,,GB,93426.0,,R.M.K.Saunders,"R.M.K.Saunders, Richard M.K. Saunders",Richard,Saunders
Q6108671,Richard Michael Lorenz,1942.0,,DE,,,R.Lorenz,R.Lorenz,Richard,Lorenz
Q6108678,Richard Neville Parker,1884.0,1958.0,GB,4219.0,,R.Parker,R.Parker,Richard,Parker
Q6108682,Richard Parnell,1810.0,1882.0,GB,2519.0,,Parn.,Parn.,Richard,Parnell
Q6108709,Richard Stephen Felger,1934.0,,US,43083.0,,Felger,Felger,Richard,Felger
Q6108714,Richard Sumner Cowan,1921.0,1997.0,US,1584.0,Q6108714,R.S.Cowan,"R.S.Cowan, R. S. Cowan",Richard,Cowan
Q6108718,Richard Upton Piper,1816.0,1897.0,US,69060.0,,R.Piper,"R.Piper, Piper, Richard Upton, Richard U. Piper, Piper, Richard U.",Richard,Piper
Q6108722,Richard Walter Pohl,1916.0,1993.0,US,17199.0,,R.W.Pohl,R.W.Pohl,Richard,Pohl
Q6108730,Richard Wheeler Haines,1906.0,1982.0,GB,81800.0,,R.W.Haines,R.W.Haines,Richard,Haines
Q6108733,Richard William Spellenberg,1940.0,,US,25063.0,,Spellenb.,Spellenb.,Richard,Spellenberg
Q61090273,Yu Pei Tan,,,AU,,0000-0002-4565-6148,Y.P.Tan,Y.P.Tan,Yu,Tan
Q6109380,Robert Anthony DeFilipps,1939.0,2004.0,US,3225.0,,DeFilipps,"DeFilipps, Robert A. DeFilipps, R. A. DeFilipps",Robert,DeFilipps
Q6109387,Robert Arthur Darrow,1911.0,2003.0,US,,Q6109387,Darrow,Darrow,Robert,Darrow
Q6109389,Robert Bailey Drummond,1924.0,2008.0,DE,38213.0,Q6109389,R.B.Drumm.,R.B.Drumm.,Robert,Drummond
Q6109400,Robert Bruce Faden,1942.0,,US,22478.0,,Faden,Faden,Robert,Faden
Q6109402,Robert Buist,1805.0,1880.0,US,63420.0,,Buist,Buist,Robert,Buist
Q6109407,Robert C. Kruijt,1966.0,,NL,62509.0,,Kruijt,Kruijt,Robert,Kruijt
Q6109414,Robert Crichton Foster,1904.0,1986.0,US,1903.0,Q6109414,R.C.Foster,"R.C.Foster, Robert C. Foster, R. C. Foster",Robert,Foster
Q6109416,Robert D. Brettell,1934.0,,US,82654.0,,Brettell,Brettell,Robert,Brettell
Q6109418,Robert D. Webster,1950.0,,AU,,,R.D.Webster,R.D.Webster,Robert,Webster
Q6109429,Robert E. Ballard,1944.0,,US,11002.0,,R.E.Ballard,R.E.Ballard,Robert,Ballard
Q6109446,Robert Francis Hoover,1913.0,1970.0,US,345.0,,Hoover,Hoover,Robert,Hoover
Q6109448,Robert Garcin,1940.0,,FR,76628.0,,R.Garcin,Garcin,Robert,Garcin
Q6109450,Robert Gatlin Reeves,1898.0,1981.0,US,23823.0,,Reeves,Reeves,Robert,Reeves
Q6109457,Robert H. Mohlenbrock,1931.0,,US,312.0,,Mohlenbr.,Mohlenbr.,Robert,Mohlenbrock
Q6109468,Robert J. Bates,1946.0,,AU,65346.0,,R.J.Bates,"Robert John Bates, R.J. Bates",Robert,Bates
Q6109473,Robert James Johns,1944.0,2019.0,US,13066.0,,R.J.Johns,R.J.Johns,Robert,Johns
Q6109480,Robert Joseph Jean-Marie Maréchal,1926.0,,BE,60994.0,,Maréchal,"Maréchal, Robert Joseph Jean-Marie Marechal, Marechal",Robert,Maréchal
Q6109483,Robert Keller,1854.0,1939.0,CH,39195.0,Q6109483,R.Keller,R.Keller,Robert,Keller
Q6109485,Robert Kenneth Godfrey,1911.0,2000.0,US,1844.0,Q6109485,R.K.Godfrey,"R.K.Godfrey, Robert K Godfrey, RKG",Robert,Godfrey
Q6109490,R.M. Adams,1949.0,,US,5550.0,,R.M.Adams,R.M.Adams,R.M.,Adams
Q6109492,Robert M. Kooyman,1967.0,,AU,,,Kooyman,Kooyman,Robert,Kooyman
Q6109494,Robert M. Vogt,1957.0,,DE,81799.0,,Vogt,Vogt,Robert,Vogt
Q6109498,Robert Malcolm Laing,1865.0,1941.0,NZ,43367.0,Q6109498,Laing,"Laing, R. M. Laing, Robert M Laing, Robt. M. Laing, Robert M. Laing",Robert,Laing
Q6109509,Robert Orchard Williams,1891.0,1967.0,GB,1039.0,,R.O.Williams,"R.O.Williams, Robert Williams",Robert,Williams
Q6109510,Robert Ornduff,1932.0,2000.0,US,27760.0,,Ornduff,Ornduff,Robert,Ornduff
Q6109522,Robert R. Mill,1950.0,,GB,80552.0,,R.R.Mill,"R.R.Mill, Robert Reid Mill",Robert,Mill
Q6109530,Robert Selby Hole,1875.0,1938.0,,12887.0,,Hole,Hole,Robert,Hole
Q6109532,Robert Stewart,1811.0,1865.0,GB,81593.0,,Stewart,"Robert N. Stewart, Stewart",Robert,Stewart
Q6109534,Robert T. Craig,1902.0,1986.0,US,17100.0,,R.T.Craig,"R.T.Craig, Robert Theodore Craig",Robert,Craig
Q6109537,Robert Theodore Clausen,1911.0,1981.0,US,205.0,,R.T.Clausen,"R.T.Clausen, Robert T. Clausen, Robert Clausen",Robert,Clausen
Q6109539,Robert Trautmann,1873.0,1953.0,HU,75589.0,,Trautm.,Trautm.,Robert,Trautmann
Q6109540,Robert Virot,1915.0,2002.0,FR,21214.0,Q61095,Virot,"Virot, R. Virot",Robert,Virot
Q6109542,Robert W. Freckmann,1939.0,,US,22936.0,,Freckmann,"Freckmann, Robert Freckmann",Robert,Freckmann
Q6109545,Robert Walter Schery,1917.0,1987.0,US,35246.0,,Schery,Schery,Robert,Schery
Q6109549,Robert William Cruden,1936.0,,US,10977.0,,Cruden,Cruden,Robert,Cruden
Q6109553,Roberto A. Rodríguez,1944.0,2022.0,CL,,,R.A.Rodr.,"R.A.Rodr., Roberto A. Rodriguez",Roberto,Rodríguez
Q6109634,Jaan Eilart,1933.0,2006.0,EE,,Q6109634,,J. Eilart,Jaan,Eilart
Q6109660,Jaan Port,1891.0,1950.0,EE,,,,,Jaan,Port
Q61097213,G. William Cottrell,1903.0,1995.0,US,23855.0,Q61097213,,"George William Cottrell, G. W. Cottrell, G. W. Cottrell, Jr.",G.,Cottrell
Q6109770,Roberto González Tamayo,1945.0,2014.0,MX,18850.0,,R.González,"R.González, Roberto Gonzalez Tamayo, R.Gonzalez",Roberto,Tamayo
Q610981,Axel Gudbrand Blytt,1843.0,1898.0,NO,2282.0,Q610981,A.Blytt,A.Blytt,Axel,Blytt
Q61099859,Jeremy J. Burdon,1950.0,,,,,,"Jeremy James Burdon, Jeremy Burdon, J. J. Burdon",Jeremy,Burdon
Q6110056,Roberto Vásquez,1941.0,2015.0,BO,,Q6110056,R.Vásquez,"R.Vásquez, Roberto Vasquez, R.Vasquez",Roberto,Vásquez
Q6110085,Robertus Cornelis Hilarius Maria Oudejans,1943.0,,NL,763.0,,Oudejans,Oudejans,Robertus,Oudejans
Q61101021,Adam T. Halamski,1975.0,,PL,,,Halamski,"Adam Tadeusz Halamski, Adam Halamski",Adam,Halamski
Q6110384,Rocío Del Pilar Rojas Gonzáles,1968.0,,PE,12322.0,,R.Rojas,"R.Rojas, Rocio Del Pilar Rojas Gonzales",Rocío,Gonzáles
Q61103855,Sipi Siintola,1885.0,1953.0,,8111.0,,,,Sipi,Siintola
Q6110401,Rod Rice,1963.0,,AU,,,R.Rice,R.Rice,Rod,Rice
Q6110434,Rodney Edward Gould,1944.0,,AU,83007.0,,R.E.Gould,R.E.Gould,Rodney,Gould
Q6110512,Rodolfo Gajardo,1947.0,2011.0,CL,32874.0,,,,Rodolfo,Gajardo
Q6110609,Rodolfo Vásquez M.,1956.0,,PE,6883.0,,Vásquez,"Rodolfo Vásquez, Vásquez, Rodolfo Vasquez M., Rodolfo Vasquez, Vasquez",Rodolfo,M.
Q6110682,Rodrigo Escobar,1935.0,2009.0,CO,,,R.Escobar,"R.Escobar, Rodrigo Escobar y Restrepo",Rodrigo,Escobar
Q61106997,Kristoffer Hylander,,,,,,K.Hyl.,K.Hyl.,Kristoffer,Hylander
Q6110806,Rodrigo Schütz Rodrigues,1974.0,,BR,87096.0,,Sch.Rodr.,"Sch.Rodr., Rodrigo Schuetz Rodrigues",Rodrigo,Rodrigues
Q6111008,Roger-Guy Werner,1901.0,1977.0,FR,75061.0,,Werner,Werner,Roger-Guy,Werner
Q6111027,Roger Engel,1923.0,2018.0,FR,,,R.Engel,R.Engel,Roger,Engel
Q6111045,Roger Lundin,1955.0,2005.0,SE,31117.0,,Lundin,"Lundin, R. Lundin",Roger,Lundin
Q6111047,Roger Marcus Polhill,1937.0,,GB,693.0,,Polhill,Polhill,Roger,Polhill
Q6111067,Roger William Sanders,1950.0,,US,11902.0,,R.W.Sanders,R.W.Sanders,Roger,Sanders
Q6111076,Roger de Nanteuil,1857.0,1951.0,FR,,,Nanteuil,Nanteuil,Roger,Nanteuil
Q6111090,Rogier Petrus Johannes de Kok,1964.0,,NL,98777.0,,de Kok,de Kok,Rogier,Kok
Q6111181,Roland Louis Jules Alfred Tournay,1925.0,1972.0,FR,21167.0,Q6111181,Tournay,Tournay,Roland,Tournay
Q6111184,Roland McMillan Harper,1878.0,1966.0,US,38510.0,Q6111184,R.M.Harper,R.M.Harper,Roland,Harper
Q6111188,Roland P. Roberts,1964.0,,US,,,R.P.Roberts,R.P.Roberts,Roland,Roberts
Q6111227,Rolando Jiménez Machorro,1961.0,,MX,23515.0,,R.Jiménez,"R.Jiménez, Rolando Jimenez Machorro, R.Jimenez",Rolando,Machorro
Q6111295,Rolla Seshagiri Rao,1921.0,2015.0,IN,75546.0,,R.S.Rao,R.S.Rao,Rolla,Rao
Q611135,Vadim Nikolaevich Tikhomirov,1932.0,1998.0,RU,62859.0,Q611135,V.N.Tikhom.,"V.N.Tikhom., V.N. Tihomirov, Vadim Nikolaevich Tijomirov",Vadim,Tikhomirov
Q6111373,Roman W. Gankin,1938.0,1979.0,US,22833.0,,Gankin,Gankin,Roman,Gankin
Q6111432,Romanus Adolf Hedwig,1772.0,1806.0,DE,1433.0,,R.Hedw.,R.Hedw.,Romanus,Hedwig
Q6111586,Román A. Pérez-Moreau,1905.0,1971.0,AR,1986.0,,Pérez-Mor.,"Pérez-Mor., Roman A. Perez-Moreau, Perez-Mor.",Román,Pérez-Moreau
Q6111658,Ronald H. Petersen,1934.0,,US,95399.0,,R.H.Petersen,"Ron Petersen, R.H.Petersen",Ronald,Petersen
Q6111661,Ronald Lee Hartman,1945.0,2018.0,US,13009.0,Q6111661,R.L.Hartm.,R.L.Hartm.,Ronald,Hartman
Q6111671,Ronald Oskar Determann,1957.0,,US,41639.0,,Determann,Determann,Ronald,Determann
Q6111686,Ronald Stewart Byles,1923.0,1989.0,GB,81777.0,,Byles,Byles,Ronald,Byles
Q61117811,Mikhail Solomonovich Shalyt,1904.0,,,,,Shalyt,Shalyt,Mikhail,Shalyt
Q61117817,,1931.0,,UA,,,,,,
Q6111972,Rong Fu Huang,1940.0,,CN,63295.0,,R.F.Huang,R.F.Huang,Rong,Huang
Q6112243,Rosa Subils,1928.0,,AR,42882.0,,Subils,Subils,Rosa,Subils
Q6112284,Rosa del C. Ortiz,1961.0,,PE,69820.0,0000-0002-4673-4347,R.Ortiz,"Rosa Ortiz, R.Ortiz, Rosa Ortiz Gentry, R. Ortíz Gentry, Rosa del Carmen Ortiz",Rosa,Ortiz
Q61123316,Simone Schneider,1980.0,,,,,,Dr. rer. nat. Simone Schneider,Simone,Schneider
Q6112568,Rosette Batarda Fernandes,1916.0,2005.0,PT,83000.0,Q6112568,R.Fern.,"Rosette Mercedes Saraiva Batarda, R.Fern., R. B. Fernandes",Rosette,Fernandes
Q6112636,Ross C. Clark,1940.0,,US,,,R.C.Clark,R.C.Clark,Ross,Clark
Q6112941,Jack Harlan,1917.0,1998.0,US,,Q6112941,J.R.Harlan,"J.R.Harlan, Jack Rodney Harlan, Jack R. Harlan",Jack,Harlan
Q6113001,Roy Lewis Taylor,1932.0,2013.0,CA,49231.0,Q6113001,Roy L.Taylor,Roy L.Taylor,Roy,Taylor
Q6113033,Royall T. Moore,1930.0,2014.0,US,90820.0,,R.T.Moore,"R.T.Moore, Royall Tyler Moore",Royall,Moore
Q6113094,Ruben Primitivo Sauleda,1946.0,,US,27409.0,,Sauleda,Sauleda,Ruben,Sauleda
Q6113122,Rubina Abid,1965.0,,PK,90846.0,,Abid,Abid,Rubina,Abid
Q611320,Gunnar Holmsen,1880.0,1976.0,NO,,Q611320,,,Gunnar,Holmsen
